time,mode,mode_name,ok,sign,exp,denorm,nan,inf,range,error
6365000,4,noinf,1,1,17,0,0,0,1,0
6367000,4,noinf,1,1,16,0,0,0,1,0
6369000,4,noinf,1,0,155,0,0,0,1,0
6371000,4,noinf,1,1,55,0,0,0,1,0
6373000,4,noinf,1,1,107,0,0,0,1,0
6375000,4,noinf,1,1,145,0,0,0,1,0
6377000,4,noinf,1,0,255,0,1,0,1,0
6379000,4,noinf,1,0,122,0,0,0,1,0
6381000,4,noinf,1,0,248,0,0,0,1,0
6383000,4,noinf,1,0,40,0,0,0,1,0
6385000,4,noinf,1,1,94,0,0,0,1,0
6387000,4,noinf,1,1,108,0,0,0,1,0
6389000,4,noinf,1,1,202,0,0,0,1,0
6391000,4,noinf,1,0,181,0,0,0,1,0
6393000,4,noinf,1,1,105,0,0,0,1,0
6395000,4,noinf,1,1,189,0,0,0,1,0
6397000,4,noinf,1,1,38,0,0,0,1,0
6399000,4,noinf,1,1,187,0,0,0,1,0
6401000,4,noinf,1,0,62,0,0,0,1,0
6403000,4,noinf,1,1,164,0,0,0,1,0
6405000,4,noinf,1,0,231,0,0,0,1,0
6407000,4,noinf,1,1,0,1,0,0,1,0
6409000,4,noinf,1,0,170,0,0,0,1,0
6411000,4,noinf,1,0,124,0,0,0,1,0
6413000,4,noinf,1,0,223,0,0,0,1,0
6415000,4,noinf,1,1,228,0,0,0,1,0
6417000,4,noinf,1,0,86,0,0,0,1,0
6419000,4,noinf,1,0,232,0,0,0,1,0
6421000,4,noinf,1,0,9,0,0,0,1,0
6423000,4,noinf,1,1,225,0,0,0,1,0
6425000,4,noinf,1,0,78,0,0,0,1,0
6427000,4,noinf,1,1,195,0,0,0,1,0
6429000,4,noinf,1,0,248,0,0,0,1,0
6431000,4,noinf,1,1,86,0,0,0,1,0
6433000,4,noinf,1,0,24,0,0,0,1,0
6435000,4,noinf,1,1,228,0,0,0,1,0
6437000,4,noinf,1,0,87,0,0,0,1,0
6439000,4,noinf,1,1,18,0,0,0,1,0
6441000,4,noinf,1,0,127,0,0,0,1,0
6443000,4,noinf,1,1,132,0,0,0,1,0
6445000,4,noinf,1,1,24,0,0,0,1,0
6447000,4,noinf,1,1,125,0,0,0,1,0
6449000,4,noinf,1,0,61,0,0,0,1,0
6451000,4,noinf,1,0,70,0,0,0,1,0
6453000,4,noinf,1,1,87,0,0,0,1,0
6455000,4,noinf,1,1,172,0,0,0,1,0
6457000,4,noinf,1,1,92,0,0,0,1,0
6459000,4,noinf,1,0,101,0,0,0,1,0
6461000,4,noinf,1,0,125,0,0,0,1,0
6463000,4,noinf,1,0,104,0,0,0,1,0
6465000,4,noinf,1,0,2,0,0,0,1,0
6467000,4,noinf,1,0,99,0,0,0,1,0
6469000,4,noinf,1,0,233,0,0,0,1,0
6471000,4,noinf,1,0,47,0,0,0,1,0
6473000,4,noinf,1,0,115,0,0,0,1,0
6475000,4,noinf,1,0,131,0,0,0,1,0
6477000,4,noinf,1,0,223,0,0,0,1,0
6479000,4,noinf,1,1,7,0,0,0,1,0
6481000,4,noinf,1,1,147,0,0,0,1,0
6483000,4,noinf,1,1,99,0,0,0,1,0
6485000,4,noinf,1,1,34,0,0,0,1,0
6487000,4,noinf,1,1,202,0,0,0,1,0
6489000,4,noinf,1,1,91,0,0,0,1,0
6491000,4,noinf,1,1,80,0,0,0,1,0
6493000,4,noinf,1,0,183,0,0,0,1,0
6495000,4,noinf,1,1,111,0,0,0,1,0
6497000,4,noinf,1,1,245,0,0,0,1,0
6499000,4,noinf,1,1,210,0,0,0,1,0
6501000,4,noinf,1,1,170,0,0,0,1,0
6503000,4,noinf,1,0,218,0,0,0,1,0
6505000,4,noinf,1,0,33,0,0,0,1,0
6507000,4,noinf,1,0,159,0,0,0,1,0
6509000,4,noinf,1,0,67,0,0,0,1,0
6511000,4,noinf,1,0,232,0,0,0,1,0
6513000,4,noinf,1,0,166,0,0,0,1,0
6515000,4,noinf,1,1,197,0,0,0,1,0
6517000,4,noinf,1,0,78,0,0,0,1,0
6519000,4,noinf,1,1,15,0,0,0,1,0
6521000,4,noinf,1,1,148,0,0,0,1,0
6523000,4,noinf,1,0,149,0,0,0,1,0
6525000,4,noinf,1,0,13,0,0,0,1,0
6527000,4,noinf,1,1,55,0,0,0,1,0
6529000,4,noinf,1,1,65,0,0,0,1,0
6531000,4,noinf,1,0,85,0,0,0,1,0
6533000,4,noinf,1,1,21,0,0,0,1,0
6535000,4,noinf,1,1,87,0,0,0,1,0
6537000,4,noinf,1,1,58,0,0,0,1,0
6539000,4,noinf,1,0,252,0,0,0,1,0
6541000,4,noinf,1,0,26,0,0,0,1,0
6543000,4,noinf,1,0,54,0,0,0,1,0
6545000,4,noinf,1,0,165,0,0,0,1,0
6547000,4,noinf,1,1,80,0,0,0,1,0
6549000,4,noinf,1,1,161,0,0,0,1,0
6551000,4,noinf,1,1,119,0,0,0,1,0
6553000,4,noinf,1,1,2,0,0,0,1,0
6555000,4,noinf,1,0,20,0,0,0,1,0
6557000,4,noinf,1,0,154,0,0,0,1,0
6559000,4,noinf,1,1,108,0,0,0,1,0
6561000,4,noinf,1,1,158,0,0,0,1,0
6563000,4,noinf,1,0,80,0,0,0,1,0
6565000,4,noinf,1,1,59,0,0,0,1,0
6567000,4,noinf,1,0,178,0,0,0,1,0
6569000,4,noinf,1,0,244,0,0,0,1,0
6571000,4,noinf,1,0,242,0,0,0,1,0
6573000,4,noinf,1,0,170,0,0,0,1,0
6575000,4,noinf,1,0,29,0,0,0,1,0
6577000,4,noinf,1,0,15,0,0,0,1,0
6579000,4,noinf,1,1,170,0,0,0,1,0
6581000,4,noinf,1,0,230,0,0,0,1,0
6583000,4,noinf,1,1,236,0,0,0,1,0
6585000,4,noinf,1,1,245,0,0,0,1,0
6587000,4,noinf,1,1,135,0,0,0,1,0
6589000,4,noinf,1,0,84,0,0,0,1,0
6591000,4,noinf,1,1,199,0,0,0,1,0
6593000,4,noinf,1,0,93,0,0,0,1,0
6595000,4,noinf,1,1,180,0,0,0,1,0
6597000,4,noinf,1,0,156,0,0,0,1,0
6599000,4,noinf,1,1,242,0,0,0,1,0
6601000,4,noinf,1,0,134,0,0,0,1,0
6603000,4,noinf,1,1,125,0,0,0,1,0
6605000,4,noinf,1,0,137,0,0,0,1,0
6607000,4,noinf,1,0,194,0,0,0,1,0
6609000,4,noinf,1,0,9,0,0,0,1,0
6611000,4,noinf,1,1,79,0,0,0,1,0
6613000,4,noinf,1,0,232,0,0,0,1,0
6615000,4,noinf,1,0,184,0,0,0,1,0
6617000,4,noinf,1,1,154,0,0,0,1,0
6619000,4,noinf,1,0,17,0,0,0,1,0
6621000,4,noinf,1,0,179,0,0,0,1,0
6623000,4,noinf,1,1,41,0,0,0,1,0
6625000,4,noinf,1,1,142,0,0,0,1,0
6627000,4,noinf,1,1,253,0,0,0,1,0
6629000,4,noinf,1,0,221,0,0,0,1,0
6631000,4,noinf,1,0,150,0,0,0,1,0
6633000,4,noinf,1,1,235,0,0,0,1,0
6635000,4,noinf,1,1,124,0,0,0,1,0
6637000,4,noinf,1,0,115,0,0,0,1,0
6639000,4,noinf,1,1,102,0,0,0,1,0
6641000,4,noinf,1,0,243,0,0,0,1,0
6643000,4,noinf,1,1,188,0,0,0,1,0
6645000,4,noinf,1,1,162,0,0,0,1,0
6647000,4,noinf,1,0,48,0,0,0,1,0
6649000,4,noinf,1,1,27,0,0,0,1,0
6651000,4,noinf,1,1,141,0,0,0,1,0
6653000,4,noinf,1,0,165,0,0,0,1,0
6655000,4,noinf,1,1,45,0,0,0,1,0
6657000,4,noinf,1,1,108,0,0,0,1,0
6659000,4,noinf,1,0,169,0,0,0,1,0
6661000,4,noinf,1,1,175,0,0,0,1,0
6663000,4,noinf,1,1,96,0,0,0,1,0
6665000,4,noinf,1,1,225,0,0,0,1,0
6667000,4,noinf,1,1,215,0,0,0,1,0
6669000,4,noinf,1,0,219,0,0,0,1,0
6671000,4,noinf,1,0,119,0,0,0,1,0
6673000,4,noinf,1,0,211,0,0,0,1,0
6675000,4,noinf,1,0,219,0,0,0,1,0
6677000,4,noinf,1,0,122,0,0,0,1,0
6679000,4,noinf,1,1,244,0,0,0,1,0
6681000,4,noinf,1,1,202,0,0,0,1,0
6683000,4,noinf,1,0,191,0,0,0,1,0
6685000,4,noinf,1,0,68,0,0,0,1,0
6687000,4,noinf,1,0,63,0,0,0,1,0
6689000,4,noinf,1,1,11,0,0,0,1,0
6691000,4,noinf,1,0,90,0,0,0,1,0
6693000,4,noinf,1,1,207,0,0,0,1,0
6695000,4,noinf,1,1,76,0,0,0,1,0
6697000,4,noinf,1,0,31,0,0,0,1,0
6699000,4,noinf,1,1,20,0,0,0,1,0
6701000,4,noinf,1,0,125,0,0,0,1,0
6703000,4,noinf,1,1,13,0,0,0,1,0
6705000,4,noinf,1,1,142,0,0,0,1,0
6707000,4,noinf,1,0,120,0,0,0,1,0
6709000,4,noinf,1,0,34,0,0,0,1,0
6711000,4,noinf,1,1,57,0,0,0,1,0
6713000,4,noinf,1,1,23,0,0,0,1,0
6715000,4,noinf,1,1,117,0,0,0,1,0
6717000,4,noinf,1,0,158,0,0,0,1,0
6719000,4,noinf,1,0,38,0,0,0,1,0
6721000,4,noinf,1,1,104,0,0,0,1,0
6723000,4,noinf,1,0,110,0,0,0,1,0
6725000,4,noinf,1,1,239,0,0,0,1,0
6727000,4,noinf,1,0,156,0,0,0,1,0
6729000,4,noinf,1,0,167,0,0,0,1,0
6731000,4,noinf,1,0,111,0,0,0,1,0
6733000,4,noinf,1,1,204,0,0,0,1,0
6735000,4,noinf,1,0,19,0,0,0,1,0
6737000,4,noinf,1,1,112,0,0,0,1,0
6739000,4,noinf,1,0,170,0,0,0,1,0
6741000,4,noinf,1,0,241,0,0,0,1,0
6743000,4,noinf,1,1,49,0,0,0,1,0
6745000,4,noinf,1,1,247,0,0,0,1,0
6747000,4,noinf,1,0,190,0,0,0,1,0
6749000,4,noinf,1,0,226,0,0,0,1,0
6751000,4,noinf,1,0,19,0,0,0,1,0
6753000,4,noinf,1,1,191,0,0,0,1,0
6755000,4,noinf,1,0,23,0,0,0,1,0
6757000,4,noinf,1,0,183,0,0,0,1,0
6759000,4,noinf,1,1,181,0,0,0,1,0
6761000,4,noinf,1,0,160,0,0,0,1,0
6763000,4,noinf,1,0,20,0,0,0,1,0
6765000,4,noinf,1,0,217,0,0,0,1,0
6767000,4,noinf,1,1,83,0,0,0,1,0
6769000,4,noinf,1,1,123,0,0,0,1,0
6771000,4,noinf,1,0,170,0,0,0,1,0
6773000,4,noinf,1,1,220,0,0,0,1,0
6775000,4,noinf,1,1,205,0,0,0,1,0
6777000,4,noinf,1,0,56,0,0,0,1,0
6779000,4,noinf,1,1,153,0,0,0,1,0
6781000,4,noinf,1,1,68,0,0,0,1,0
6783000,4,noinf,1,1,21,0,0,0,1,0
6785000,4,noinf,1,0,54,0,0,0,1,0
6787000,4,noinf,1,0,104,0,0,0,1,0
6789000,4,noinf,1,0,171,0,0,0,1,0
6791000,4,noinf,1,1,80,0,0,0,1,0
6793000,4,noinf,1,0,240,0,0,0,1,0
6795000,4,noinf,1,1,180,0,0,0,1,0
6797000,4,noinf,1,1,165,0,0,0,1,0
6799000,4,noinf,1,1,226,0,0,0,1,0
6801000,4,noinf,1,0,33,0,0,0,1,0
6803000,4,noinf,1,1,178,0,0,0,1,0
6805000,4,noinf,1,1,211,0,0,0,1,0
6807000,4,noinf,1,1,37,0,0,0,1,0
6809000,4,noinf,1,1,11,0,0,0,1,0
6811000,4,noinf,1,1,233,0,0,0,1,0
6813000,4,noinf,1,1,65,0,0,0,1,0
6815000,4,noinf,1,0,53,0,0,0,1,0
6817000,4,noinf,1,1,102,0,0,0,1,0
6819000,4,noinf,1,0,23,0,0,0,1,0
6821000,4,noinf,1,0,130,0,0,0,1,0
6823000,4,noinf,1,1,140,0,0,0,1,0
6825000,4,noinf,1,0,251,0,0,0,1,0
6827000,4,noinf,1,1,113,0,0,0,1,0
6829000,4,noinf,1,0,247,0,0,0,1,0
6831000,4,noinf,1,0,57,0,0,0,1,0
6833000,4,noinf,1,0,27,0,0,0,1,0
6835000,4,noinf,1,1,88,0,0,0,1,0
6837000,4,noinf,1,1,120,0,0,0,1,0
6839000,4,noinf,1,0,43,0,0,0,1,0
6841000,4,noinf,1,0,14,0,0,0,1,0
6843000,4,noinf,1,1,116,0,0,0,1,0
6845000,4,noinf,1,1,84,0,0,0,1,0
6847000,4,noinf,1,0,230,0,0,0,1,0
6849000,4,noinf,1,1,203,0,0,0,1,0
6851000,4,noinf,1,0,97,0,0,0,1,0
6853000,4,noinf,1,0,224,0,0,0,1,0
6855000,4,noinf,1,1,60,0,0,0,1,0
6857000,4,noinf,1,0,37,0,0,0,1,0
6859000,4,noinf,1,0,101,0,0,0,1,0
6861000,4,noinf,1,1,235,0,0,0,1,0
6863000,4,noinf,1,1,41,0,0,0,1,0
6865000,4,noinf,1,1,129,0,0,0,1,0
6867000,4,noinf,1,0,127,0,0,0,1,0
6869000,4,noinf,1,1,219,0,0,0,1,0
6871000,4,noinf,1,1,44,0,0,0,1,0
6873000,4,noinf,1,0,79,0,0,0,1,0
6875000,4,noinf,1,1,110,0,0,0,1,0
6877000,4,noinf,1,1,91,0,0,0,1,0
6879000,4,noinf,1,1,226,0,0,0,1,0
6881000,4,noinf,1,0,158,0,0,0,1,0
6883000,4,noinf,1,1,239,0,0,0,1,0
6885000,4,noinf,1,0,148,0,0,0,1,0
6887000,4,noinf,1,0,167,0,0,0,1,0
6889000,4,noinf,1,0,239,0,0,0,1,0
6891000,4,noinf,1,0,61,0,0,0,1,0
6893000,4,noinf,1,0,232,0,0,0,1,0
6895000,4,noinf,1,1,66,0,0,0,1,0
6897000,4,noinf,1,0,51,0,0,0,1,0
6899000,4,noinf,1,0,155,0,0,0,1,0
6901000,4,noinf,1,0,255,0,1,0,1,0
6903000,4,noinf,1,0,118,0,0,0,1,0
6905000,4,noinf,1,0,18,0,0,0,1,0
6907000,4,noinf,1,0,150,0,0,0,1,0
6909000,4,noinf,1,0,145,0,0,0,1,0
6911000,4,noinf,1,1,208,0,0,0,1,0
6913000,4,noinf,1,1,253,0,0,0,1,0
6915000,4,noinf,1,1,14,0,0,0,1,0
6917000,4,noinf,1,1,247,0,0,0,1,0
6919000,4,noinf,1,1,15,0,0,0,1,0
6921000,4,noinf,1,0,228,0,0,0,1,0
6923000,4,noinf,1,1,51,0,0,0,1,0
6925000,4,noinf,1,0,176,0,0,0,1,0
6927000,4,noinf,1,0,189,0,0,0,1,0
6929000,4,noinf,1,0,172,0,0,0,1,0
6931000,4,noinf,1,0,221,0,0,0,1,0
6933000,4,noinf,1,0,99,0,0,0,1,0
6935000,4,noinf,1,1,107,0,0,0,1,0
6937000,4,noinf,1,0,15,0,0,0,1,0
6939000,4,noinf,1,1,141,0,0,0,1,0
6941000,4,noinf,1,0,139,0,0,0,1,0
6943000,4,noinf,1,1,17,0,0,0,1,0
6945000,4,noinf,1,0,111,0,0,0,1,0
6947000,4,noinf,1,1,112,0,0,0,1,0
6949000,4,noinf,1,1,112,0,0,0,1,0
6951000,4,noinf,1,0,102,0,0,0,1,0
6953000,4,noinf,1,1,126,0,0,0,1,0
6955000,4,noinf,1,0,19,0,0,0,1,0
6957000,4,noinf,1,0,237,0,0,0,1,0
6959000,4,noinf,1,1,229,0,0,0,1,0
6961000,4,noinf,1,0,192,0,0,0,1,0
6963000,4,noinf,1,1,19,0,0,0,1,0
6965000,4,noinf,1,1,191,0,0,0,1,0
6967000,4,noinf,1,0,72,0,0,0,1,0
6969000,4,noinf,1,1,200,0,0,0,1,0
6971000,4,noinf,1,1,238,0,0,0,1,0
6973000,4,noinf,1,1,119,0,0,0,1,0
6975000,4,noinf,1,1,42,0,0,0,1,0
6977000,4,noinf,1,1,16,0,0,0,1,0
6979000,4,noinf,1,0,175,0,0,0,1,0
6981000,4,noinf,1,1,250,0,0,0,1,0
6983000,4,noinf,1,1,248,0,0,0,1,0
6985000,4,noinf,1,0,176,0,0,0,1,0
6987000,4,noinf,1,0,188,0,0,0,1,0
6989000,4,noinf,1,0,66,0,0,0,1,0
6991000,4,noinf,1,1,98,0,0,0,1,0
6993000,4,noinf,1,0,164,0,0,0,1,0
6995000,4,noinf,1,1,46,0,0,0,1,0
6997000,4,noinf,1,0,162,0,0,0,1,0
6999000,4,noinf,1,1,65,0,0,0,1,0
7001000,4,noinf,1,0,102,0,0,0,1,0
7003000,4,noinf,1,0,179,0,0,0,1,0
7005000,4,noinf,1,1,204,0,0,0,1,0
7007000,4,noinf,1,1,206,0,0,0,1,0
7009000,4,noinf,1,1,61,0,0,0,1,0
7011000,4,noinf,1,1,136,0,0,0,1,0
7013000,4,noinf,1,0,171,0,0,0,1,0
7015000,4,noinf,1,0,247,0,0,0,1,0
7017000,4,noinf,1,0,238,0,0,0,1,0
7019000,4,noinf,1,1,38,0,0,0,1,0
7021000,4,noinf,1,0,244,0,0,0,1,0
7023000,4,noinf,1,1,173,0,0,0,1,0
7025000,4,noinf,1,0,33,0,0,0,1,0
7027000,4,noinf,1,1,88,0,0,0,1,0
7029000,4,noinf,1,0,26,0,0,0,1,0
7031000,4,noinf,1,1,177,0,0,0,1,0
7033000,4,noinf,1,0,184,0,0,0,1,0
7035000,4,noinf,1,0,3,0,0,0,1,0
7037000,4,noinf,1,1,135,0,0,0,1,0
7039000,4,noinf,1,1,216,0,0,0,1,0
7041000,4,noinf,1,1,154,0,0,0,1,0
7043000,4,noinf,1,1,158,0,0,0,1,0
7045000,4,noinf,1,1,118,0,0,0,1,0
7047000,4,noinf,1,0,117,0,0,0,1,0
7049000,4,noinf,1,1,190,0,0,0,1,0
7051000,4,noinf,1,1,116,0,0,0,1,0
7053000,4,noinf,1,1,254,0,0,0,1,0
7055000,4,noinf,1,0,254,0,0,0,1,0
7057000,4,noinf,1,1,33,0,0,0,1,0
7059000,4,noinf,1,1,165,0,0,0,1,0
7061000,4,noinf,1,1,152,0,0,0,1,0
7063000,4,noinf,1,1,184,0,0,0,1,0
7065000,4,noinf,1,0,180,0,0,0,1,0
7067000,4,noinf,1,1,36,0,0,0,1,0
7069000,4,noinf,1,1,209,0,0,0,1,0
7071000,4,noinf,1,1,37,0,0,0,1,0
7073000,4,noinf,1,1,177,0,0,0,1,0
7075000,4,noinf,1,1,155,0,0,0,1,0
7077000,4,noinf,1,0,95,0,0,0,1,0
7079000,4,noinf,1,1,190,0,0,0,1,0
7081000,4,noinf,1,0,54,0,0,0,1,0
7083000,4,noinf,1,0,28,0,0,0,1,0
7085000,4,noinf,1,0,131,0,0,0,1,0
7087000,4,noinf,1,0,129,0,0,0,1,0
7089000,4,noinf,1,1,229,0,0,0,1,0
7091000,4,noinf,1,1,248,0,0,0,1,0
7093000,4,noinf,1,0,198,0,0,0,1,0
7095000,4,noinf,1,0,45,0,0,0,1,0
7097000,4,noinf,1,0,111,0,0,0,1,0
7099000,4,noinf,1,0,12,0,0,0,1,0
7101000,4,noinf,1,0,107,0,0,0,1,0
7103000,4,noinf,1,0,69,0,0,0,1,0
7105000,4,noinf,1,0,125,0,0,0,1,0
7107000,4,noinf,1,0,246,0,0,0,1,0
7109000,4,noinf,1,0,144,0,0,0,1,0
7111000,4,noinf,1,1,54,0,0,0,1,0
7113000,4,noinf,1,1,13,0,0,0,1,0
7115000,4,noinf,1,1,13,0,0,0,1,0
7117000,4,noinf,1,0,61,0,0,0,1,0
7119000,4,noinf,1,0,83,0,0,0,1,0
7121000,4,noinf,1,1,197,0,0,0,1,0
7123000,4,noinf,1,1,238,0,0,0,1,0
7125000,4,noinf,1,0,178,0,0,0,1,0
7127000,4,noinf,1,1,135,0,0,0,1,0
7129000,4,noinf,1,1,27,0,0,0,1,0
7131000,4,noinf,1,0,6,0,0,0,1,0
7133000,4,noinf,1,0,95,0,0,0,1,0
7135000,4,noinf,1,1,123,0,0,0,1,0
7137000,4,noinf,1,0,191,0,0,0,1,0
7139000,4,noinf,1,0,238,0,0,0,1,0
7141000,4,noinf,1,1,221,0,0,0,1,0
7143000,4,noinf,1,1,93,0,0,0,1,0
7145000,4,noinf,1,0,110,0,0,0,1,0
7147000,4,noinf,1,1,64,0,0,0,1,0
7149000,4,noinf,1,1,123,0,0,0,1,0
7151000,4,noinf,1,1,24,0,0,0,1,0
7153000,4,noinf,1,0,55,0,0,0,1,0
7155000,4,noinf,1,0,52,0,0,0,1,0
7157000,4,noinf,1,0,132,0,0,0,1,0
7159000,4,noinf,1,1,234,0,0,0,1,0
7161000,4,noinf,1,1,190,0,0,0,1,0
7163000,4,noinf,1,1,96,0,0,0,1,0
7165000,4,noinf,1,0,212,0,0,0,1,0
7167000,4,noinf,1,0,79,0,0,0,1,0
7169000,4,noinf,1,1,185,0,0,0,1,0
7171000,4,noinf,1,0,87,0,0,0,1,0
7173000,4,noinf,1,1,3,0,0,0,1,0
7175000,4,noinf,1,1,249,0,0,0,1,0
7177000,4,noinf,1,1,252,0,0,0,1,0
7179000,4,noinf,1,0,173,0,0,0,1,0
7181000,4,noinf,1,1,80,0,0,0,1,0
7183000,4,noinf,1,1,163,0,0,0,1,0
7185000,4,noinf,1,0,122,0,0,0,1,0
7187000,4,noinf,1,0,96,0,0,0,1,0
7189000,4,noinf,1,1,244,0,0,0,1,0
7191000,4,noinf,1,0,202,0,0,0,1,0
7193000,4,noinf,1,0,189,0,0,0,1,0
7195000,4,noinf,1,0,76,0,0,0,1,0
7197000,4,noinf,1,0,67,0,0,0,1,0
7199000,4,noinf,1,1,181,0,0,0,1,0
7201000,4,noinf,1,1,205,0,0,0,1,0
7203000,4,noinf,1,1,196,0,0,0,1,0
7205000,4,noinf,1,0,254,0,0,0,1,0
7207000,4,noinf,1,1,162,0,0,0,1,0
7209000,4,noinf,1,0,92,0,0,0,1,0
7211000,4,noinf,1,0,93,0,0,0,1,0
7213000,4,noinf,1,0,62,0,0,0,1,0
7215000,4,noinf,1,1,208,0,0,0,1,0
7217000,4,noinf,1,0,11,0,0,0,1,0
7219000,4,noinf,1,0,97,0,0,0,1,0
7221000,4,noinf,1,1,73,0,0,0,1,0
7223000,4,noinf,1,0,57,0,0,0,1,0
7225000,4,noinf,1,0,193,0,0,0,1,0
7227000,4,noinf,1,1,145,0,0,0,1,0
7229000,4,noinf,1,1,213,0,0,0,1,0
7231000,4,noinf,1,1,2,0,0,0,1,0
7233000,4,noinf,1,1,100,0,0,0,1,0
7235000,4,noinf,1,1,255,0,1,0,1,0
7237000,4,noinf,1,1,20,0,0,0,1,0
7239000,4,noinf,1,0,158,0,0,0,1,0
7241000,4,noinf,1,1,104,0,0,0,1,0
7243000,4,noinf,1,1,59,0,0,0,1,0
7245000,4,noinf,1,1,214,0,0,0,1,0
7247000,4,noinf,1,1,204,0,0,0,1,0
7249000,4,noinf,1,1,223,0,0,0,1,0
7251000,4,noinf,1,1,238,0,0,0,1,0
7253000,4,noinf,1,0,172,0,0,0,1,0
7255000,4,noinf,1,1,217,0,0,0,1,0
7257000,4,noinf,1,0,38,0,0,0,1,0
7259000,4,noinf,1,0,162,0,0,0,1,0
7261000,4,noinf,1,0,93,0,0,0,1,0
7263000,4,noinf,1,0,252,0,0,0,1,0
7265000,4,noinf,1,0,219,0,0,0,1,0
7267000,4,noinf,1,1,218,0,0,0,1,0
7269000,4,noinf,1,0,219,0,0,0,1,0
7271000,4,noinf,1,0,60,0,0,0,1,0
7273000,4,noinf,1,0,230,0,0,0,1,0
7275000,4,noinf,1,0,253,0,0,0,1,0
7277000,4,noinf,1,0,151,0,0,0,1,0
7279000,4,noinf,1,0,229,0,0,0,1,0
7281000,4,noinf,1,0,101,0,0,0,1,0
7283000,4,noinf,1,1,26,0,0,0,1,0
7285000,4,noinf,1,1,223,0,0,0,1,0
7287000,4,noinf,1,0,163,0,0,0,1,0
7289000,4,noinf,1,1,0,1,0,0,1,0
7291000,4,noinf,1,0,0,1,0,0,1,0
7293000,4,noinf,1,0,221,0,0,0,1,0
7295000,4,noinf,1,1,66,0,0,0,1,0
7297000,4,noinf,1,1,117,0,0,0,1,0
7299000,4,noinf,1,0,79,0,0,0,1,0
7301000,4,noinf,1,1,156,0,0,0,1,0
7303000,4,noinf,1,0,161,0,0,0,1,0
7305000,4,noinf,1,0,84,0,0,0,1,0
7307000,4,noinf,1,1,228,0,0,0,1,0
7309000,4,noinf,1,0,71,0,0,0,1,0
7311000,4,noinf,1,1,102,0,0,0,1,0
7313000,4,noinf,1,1,170,0,0,0,1,0
7315000,4,noinf,1,0,114,0,0,0,1,0
7317000,4,noinf,1,1,69,0,0,0,1,0
7319000,4,noinf,1,0,99,0,0,0,1,0
7321000,4,noinf,1,0,221,0,0,0,1,0
7323000,4,noinf,1,0,191,0,0,0,1,0
7325000,4,noinf,1,1,154,0,0,0,1,0
7327000,4,noinf,1,1,97,0,0,0,1,0
7329000,4,noinf,1,1,206,0,0,0,1,0
7331000,4,noinf,1,1,99,0,0,0,1,0
7333000,4,noinf,1,1,121,0,0,0,1,0
7335000,4,noinf,1,0,190,0,0,0,1,0
7337000,4,noinf,1,0,226,0,0,0,1,0
7339000,4,noinf,1,0,197,0,0,0,1,0
7341000,4,noinf,1,1,245,0,0,0,1,0
7343000,4,noinf,1,0,125,0,0,0,1,0
7345000,4,noinf,1,0,92,0,0,0,1,0
7347000,4,noinf,1,1,219,0,0,0,1,0
7349000,4,noinf,1,1,156,0,0,0,1,0
7351000,4,noinf,1,1,247,0,0,0,1,0
7353000,4,noinf,1,1,131,0,0,0,1,0
7355000,4,noinf,1,0,151,0,0,0,1,0
7357000,4,noinf,1,1,62,0,0,0,1,0
7359000,4,noinf,1,1,179,0,0,0,1,0
7361000,4,noinf,1,0,19,0,0,0,1,0
7363000,4,noinf,1,1,7,0,0,0,1,0
7365000,4,noinf,1,1,166,0,0,0,1,0
7367000,4,noinf,1,1,246,0,0,0,1,0
7369000,4,noinf,1,1,164,0,0,0,1,0
7371000,4,noinf,1,0,208,0,0,0,1,0
7373000,4,noinf,1,1,109,0,0,0,1,0
7375000,4,noinf,1,1,21,0,0,0,1,0
7377000,4,noinf,1,0,201,0,0,0,1,0
7379000,4,noinf,1,1,227,0,0,0,1,0
7381000,4,noinf,1,1,216,0,0,0,1,0
7383000,4,noinf,1,0,186,0,0,0,1,0
7385000,4,noinf,1,0,85,0,0,0,1,0
7387000,4,noinf,1,0,127,0,0,0,1,0
7389000,4,noinf,1,0,57,0,0,0,1,0
7391000,4,noinf,1,0,6,0,0,0,1,0
7393000,4,noinf,1,0,254,0,0,0,1,0
7395000,4,noinf,1,0,36,0,0,0,1,0
7397000,4,noinf,1,0,154,0,0,0,1,0
7399000,4,noinf,1,0,6,0,0,0,1,0
7401000,4,noinf,1,0,124,0,0,0,1,0
7403000,4,noinf,1,0,77,0,0,0,1,0
7405000,4,noinf,1,0,160,0,0,0,1,0
7407000,4,noinf,1,0,73,0,0,0,1,0
7409000,4,noinf,1,0,127,0,0,0,1,0
7411000,4,noinf,1,0,15,0,0,0,1,0
7413000,4,noinf,1,1,203,0,0,0,1,0
7415000,4,noinf,1,1,101,0,0,0,1,0
7417000,4,noinf,1,1,61,0,0,0,1,0
7419000,4,noinf,1,1,230,0,0,0,1,0
7421000,4,noinf,1,1,1,0,0,0,1,0
7423000,4,noinf,1,1,109,0,0,0,1,0
7425000,4,noinf,1,1,94,0,0,0,1,0
7427000,4,noinf,1,1,180,0,0,0,1,0
7429000,4,noinf,1,0,151,0,0,0,1,0
7431000,4,noinf,1,0,19,0,0,0,1,0
7433000,4,noinf,1,1,134,0,0,0,1,0
7435000,4,noinf,1,0,165,0,0,0,1,0
7437000,4,noinf,1,0,42,0,0,0,1,0
